InvoiceNo,product_id,Quantity
556827,2786,8
556827,3073,6
556828,41,4
556828,66,4
556828,173,4
556828,174,4
556828,202,2
556828,298,6
556828,319,2
556828,386,3
556828,412,12
556828,414,24
556828,431,2
556828,523,3
556828,524,3
556828,540,12
556828,572,3
556828,674,3
556828,716,2
556828,956,3
556828,978,2
556828,1209,1
556828,1249,2
556828,1512,2
556828,1533,36
556828,1836,3
556828,2295,6
556828,2301,3
556828,2874,24
556828,3076,6
556828,3150,6
556828,3156,3
556828,3158,3
556828,3182,3
556829,46,3
556829,180,12
556829,247,8
556829,481,4
556829,533,2
556829,586,6
556829,712,6
556829,779,6
556829,808,10
556829,1488,6
556829,1572,12
556829,2161,3
556829,2515,12
556829,2665,6
556829,3055,4
556829,3056,2
556829,3068,2
556829,3138,24
556829,3156,24
556829,3157,12
556829,3158,24
556829,3171,4
556829,3194,12
556829,3197,4
556829,3229,12
556830,268,13
556830,735,1
556830,3085,1
556831,3056,20
556842,533,10
556845,1,64
556845,70,120
556845,141,100
556845,171,100
556845,173,96
556845,248,24
556845,249,96
556845,295,100
556845,500,24
556845,685,25
556845,1022,12
556845,1024,16
556845,1038,24
556845,1136,25
556845,1157,16
556845,1215,25
556845,1225,25
556845,1230,96
556845,1263,48
556845,1302,25
556845,1361,96
556845,1393,72
556845,1394,50
556845,1410,48
556845,1454,50
556845,1573,30
556845,1656,25
556845,1816,25
556845,1885,25
556845,1886,25
556845,2808,2
556845,2810,2
556845,2812,2
556845,2926,100
556845,3035,100
556845,3038,100
556845,3073,48
556845,3097,96
556845,3098,96
556845,3099,48
556845,3150,120
556845,3156,120
556845,3166,48
556845,3167,48
556845,3168,24
556845,3173,48
556845,3174,48
556845,3175,6
556845,3176,6
556845,3178,48
556845,3200,96
556845,3202,96
556845,3203,96
556845,3224,96
556845,3230,6
556869,2948,-4
556876,1,2
556876,59,2
556876,60,1
556876,66,2
556876,67,1
556876,70,1
556876,71,1
556876,72,1
556876,73,1
556876,75,1
556876,78,1
556876,82,1
556876,96,2
556876,139,1
556876,173,1
556876,174,2
556876,246,1
556876,249,1
556876,265,1
556876,266,1
556876,267,1
556876,285,1
556876,286,1
556876,290,2
556876,291,1
556876,293,1
556876,295,1
556876,319,1
556876,419,1
556876,420,1
556876,464,4
556876,466,2
556876,499,1
556876,608,1
556876,632,2
556876,633,2
556876,746,6
556876,776,1
556876,890,1
556876,956,1
556876,979,1
556876,981,1
556876,1069,1
556876,1100,2
556876,1101,2
556876,1106,2
556876,1108,1
556876,1253,1
556876,1300,2
556876,1394,1
556876,1462,1
556876,1552,1
556876,1571,2
556876,1634,1
556876,1780,5
556876,1836,1
556876,1853,1
556876,2000,1
556876,2014,1
556876,2018,1
556876,2132,1
556876,2463,9
556876,2470,2
556876,2816,1
556876,2922,1
556876,2926,1
556876,2995,1
556876,3024,3
556876,3035,1
556876,3038,1
556876,3126,3
556876,3149,2
556876,3150,1
556876,3156,2
556876,3158,1
556876,3182,3
556876,3198,1
556876,3244,1
556877,112,-1
556878,124,16
556878,307,12
556878,483,2
556878,533,2
556878,744,6
556878,850,1
556878,1255,2
556878,1394,4
556878,3059,1
556879,11,1
556879,12,1
556879,16,1
556879,17,1
556879,96,1
556879,203,1
556879,442,1
556879,534,2
556879,600,1
556879,653,1
556879,695,1
556879,767,5
556879,828,1
556879,976,10
556879,1033,1
556879,1140,1
556879,1209,1
556879,1227,1
556879,1281,1
556879,1331,1
556879,1359,1
556879,1576,1
556879,1630,1
556879,1723,4
556879,1726,1
556879,1740,1
556879,1898,1
556879,2023,1
556879,2118,1
556879,2725,2
556879,3175,1
556880,627,-1
556880,1156,-8
556880,3057,-1
556881,308,24
556881,474,12
556881,514,20
556881,563,6
556881,582,12
556881,1279,6
556881,1288,6
556882,53,4
556882,59,3
556882,92,8
556882,124,16
556882,128,5
556882,129,7
556882,140,2
556882,177,2
556882,202,6
556882,217,2
556882,218,1
556882,229,4
556882,242,4
556882,243,4
556882,244,2
556882,252,6
556882,263,3
556882,689,2
556882,960,4
556882,981,3
556882,1021,6
556882,1086,8
556882,1129,4
556882,1190,3
556882,1191,3
556882,1251,3
556882,1263,4
556882,1281,3
556882,1394,9
556882,1625,4
556882,1992,3
556882,3024,4
556882,3182,4
556883,22,6
556883,62,10
556883,133,3
556883,318,4
556883,342,24
556883,545,4
556883,774,1
556883,970,8
556883,1226,10
556883,1285,4
556883,1554,4
556883,1731,12
556883,2343,8
556883,3033,10
556883,3034,10
556883,3063,2
556883,3066,1
556883,3069,2
556883,3086,12
556885,1964,6
556886,46,2
556886,66,12
556886,70,24
556886,173,12
556886,174,12
556886,264,2
556886,325,12
556886,419,24
556886,530,16
556886,531,16
556886,934,12
556886,1096,3
556886,1361,12
556886,1598,16
556886,1906,24
556886,1941,3
556886,2034,2
556886,2069,2
556886,2664,2
556887,60,2
556887,108,1
556887,115,1
556887,116,1
556887,141,2
556887,264,2
556887,307,12
556887,359,1
556887,408,12
556887,757,1
556887,909,1
556887,1188,1
556887,1233,1
556887,1374,60
556887,1420,2
556887,2875,1
556888,1,-1
556888,55,-1
556888,56,-1
556888,63,-1
556888,215,-1
556888,1274,-1
556888,1893,-1
556889,186,12
556889,295,10
556889,301,12
556889,302,12
556889,367,8
556889,912,8
556889,1020,8
556889,1454,5
556890,60,20
556890,61,10
556890,62,20
556890,67,10
556890,77,10
556890,78,20
556890,82,20
556890,115,5
556890,136,10
556890,141,30
556890,171,24
556890,295,10
556890,360,30
556890,593,10
556890,643,10
556890,775,20
556890,776,10
556890,787,4
556890,1069,10
556890,1211,5
556890,1804,24
556890,2237,12
556890,2921,10
556890,2923,40
556890,3024,15
556890,3033,10
556890,3034,40
556890,3035,40
556890,3038,30
556891,3156,24
556891,3157,12
556891,3166,6
556891,3171,8
556891,3173,6
556891,3200,8
556891,3202,8
556891,3203,8
556891,3224,8
556892,2568,12
556892,3061,6
556892,3067,6
556892,3080,2
556892,3081,12
556892,3085,2
556892,3086,12
556896,1184,-6
556896,1186,-8
556896,1187,-9
556896,1264,-4
556896,2278,-1
556903,115,1
556903,116,1
556903,311,1
556903,355,2
556903,534,2
556903,643,10
556903,657,1
556903,1289,4
556903,1396,1
556903,1573,6
556903,2996,1
556903,3038,10
556903,3065,1
556903,3182,2
556903,3198,2
556904,112,-1
556905,3,1
556905,23,1
556905,25,1
556905,67,1
556905,92,1
556905,124,8
556905,141,1
556905,202,1
556905,245,1
556905,265,1
556905,266,1
556905,268,2
556905,294,2
556905,295,3
556905,318,1
556905,335,1
556905,350,1
556905,376,1
556905,478,1
556905,545,1
556905,559,1
556905,593,2
556905,600,2
556905,641,1
556905,674,1
556905,708,1
556905,736,1
556905,737,1
556905,754,1
556905,763,1
556905,800,1
556905,816,12
556905,823,1
556905,825,1
556905,882,1
556905,956,1
556905,973,16
556905,1002,1
556905,1003,2
556905,1055,1
556905,1072,1
556905,1145,1
556905,1184,13
556905,1187,1
556905,1259,1
556905,1262,1
556905,1263,1
556905,1288,2
556905,1404,3
556905,1410,1
556905,1418,1
556905,1432,1
556905,1440,1
556905,1454,1
556905,1545,1
556905,1551,1
556905,1556,1
556905,1619,1
556905,1631,3
556905,1673,1
556905,1674,1
556905,1676,1
556905,1677,1
556905,1770,1
556905,1859,1
556905,1914,1
556905,2030,1
556905,2048,1
556905,2186,1
556905,2363,1
556905,2452,1
556905,2664,1
556905,2808,1
556905,2809,1
556905,2813,1
556905,2830,1
556905,2921,1
556905,2922,2
556905,2923,1
556905,2924,1
556905,2926,2
556905,2942,2
556905,2965,12
556905,3033,1
556905,3034,1
556905,3035,1
556905,3038,1
556905,3065,2
556905,3068,1
556905,3097,1
556905,3098,1
556905,3106,5
556906,67,10
556906,158,4
556906,159,4
556906,249,12
556906,454,2
556906,559,4
556906,582,12
556906,606,2
556906,1219,30
556906,1361,12
556906,1394,8
556906,1550,48
556906,1634,2
556906,2034,1
556906,2069,1
556906,2278,2
556906,2616,2
556906,2924,10
556908,517,6
556908,741,24
556908,903,12
556908,1132,12
556908,1394,20
556908,1571,12
556908,2324,12
556908,2430,12
556908,2470,24
556908,3017,120
556909,1645,2
556909,1736,2
556909,1852,2
556910,1,4
556910,30,6
556910,67,2
556910,77,2
556910,141,2
556910,163,2
556910,164,2
556910,190,6
556910,250,4
556910,256,4
556910,262,24
556910,267,2
556910,287,1
556910,288,1
556910,289,4
556910,293,2
556910,295,6
556910,301,12
556910,302,12
556910,353,2
556910,451,2
556910,464,10
556910,499,3
556910,593,2
556910,609,2
556910,618,2
556910,725,2
556910,726,2
556910,768,12
556910,815,12
556910,817,12
556910,934,48
556910,960,2
556910,1064,5
556910,1065,5
556910,1066,5
556910,1082,2
556910,1093,12
556910,1100,2
556910,1101,2
556910,1111,4
556910,1129,2
556910,1142,48
556910,1251,3
556910,1253,3
556910,1373,4
556910,1412,4
556910,1480,6
556910,1497,16
556910,1533,72
556910,1600,6
556910,1659,4
556910,1723,4
556910,1772,6
556910,1841,18
556910,1854,5
556910,1901,24
556910,2161,1
556910,2315,4
556910,2324,4
556910,2620,24
556910,2725,6
556910,2726,6
556910,2803,48
556910,2872,20
556910,2873,24
556910,2874,24
556910,3034,4
556910,3035,2
556910,3038,2
556910,3065,7
556910,3070,6
556910,3083,2
556910,3097,4
556910,3098,4
556910,3138,6
556910,3139,6
556910,3140,6
556910,3149,12
556910,3167,3
556910,3171,1
556910,3183,108
556910,3191,6
556910,3192,12
556910,3193,12
556910,3194,12
556910,3205,5
556910,3245,5
556911,533,-1
556911,3067,-2
556912,36,2
556912,53,2
556912,54,2
556912,60,2
556912,62,4
556912,63,10
556912,67,2
556912,78,2
556912,106,4
556912,215,4
556912,242,4
556912,265,2
556912,266,2
556912,267,2
556912,295,1
556912,364,2
556912,707,2
556912,764,10
556912,794,2
556912,1051,3
556912,1069,2
556912,1101,4
556912,1208,10
556912,1210,10
556912,1274,1
556912,1386,2
556912,1545,8
556912,1584,2
556912,1676,8
556912,1677,8
556912,1770,8
556912,1880,4
556912,1925,1
556912,2161,2
556912,2298,3
556912,2675,4
556912,2910,1
556912,2911,1
556912,2923,2
556912,2924,1
556912,2925,10
556912,3024,3
556912,3033,2
556912,3034,2
556912,3035,2
556912,3038,3
556912,3168,1
556912,3182,4
556912,3183,72
556913,67,20
556913,78,30
556913,82,30
556913,141,30
556913,151,12
556913,2996,4
556913,3033,20
556913,3035,30
556913,3200,8
556913,3202,8
556913,3203,8
556913,3224,8
556914,63,10
556914,136,1
556914,142,6
556914,150,12
556914,210,2
556914,214,4
556914,215,2
556914,550,12
556914,634,9
556914,639,1
556914,764,10
556914,829,4
556914,1208,10
556914,1216,12
556914,1226,10
556914,1578,6
556914,1813,6
556914,2405,9
556914,2566,9
556914,2835,5
556914,2873,24
556914,2875,1
556914,3047,2
556914,3062,2
556914,3081,8
556915,40,1
556915,196,2
556915,288,1
556915,290,1
556915,312,1
556915,331,1
556915,422,1
556915,513,2
556915,517,3
556915,542,4
556915,572,2
556915,608,3
556915,713,1
556915,756,1
556915,890,2
556915,941,1
556915,1060,1
556915,1086,1
556915,1093,1
556915,1110,1
556915,1340,2
556915,1399,1
556915,1579,6
556915,1621,1
556915,1675,1
556915,1693,1
556915,1741,1
556915,1767,2
556915,1774,1
556915,1836,3
556915,1901,1
556915,1945,1
556915,2019,5
556915,2295,2
556915,2324,1
556915,2378,1
556915,2725,2
556915,2726,1
556915,2924,2
556915,3034,2
556915,3038,3
556915,3065,6
556915,3072,1
556915,3077,4
556915,3150,1
556915,3156,2
556915,3182,1
556916,1,2
556916,28,1
556916,67,2
556916,91,1
556916,93,1
556916,106,4
556916,114,2
556916,142,1
556916,171,3
556916,181,2
556916,182,2
556916,183,4
556916,185,1
556916,215,2
556916,267,2
556916,293,1
556916,315,2
556916,320,4
556916,323,1
556916,332,1
556916,371,2
556916,374,2
556916,389,1
556916,391,1
556916,428,1
556916,435,3
556916,528,1
556916,536,1
556916,691,1
556916,699,2
556916,716,1
556916,793,2
556916,887,1
556916,986,1
556916,1021,1
556916,1041,1
556916,1046,4
556916,1070,1
556916,1071,1
556916,1100,1
556916,1161,1
556916,1182,1
556916,1184,1
556916,1186,1
556916,1187,1
556916,1201,1
556916,1203,1
556916,1253,1
556916,1264,1
556916,1285,2
556916,1411,1
556916,1527,4
556916,1575,1
556916,1578,2
556916,1782,2
556916,2116,25
556916,2463,2
556916,2558,1
556916,2675,1
556916,2722,1
556916,2731,1
556916,2783,1
556916,2786,1
556916,2787,1
556916,2874,24
556916,2995,1
556916,3033,1
556916,3079,1
556916,3098,1
556916,3246,1
556917,13,48
556917,22,36
556917,35,96
556917,36,64
556917,37,128
556917,38,64
556917,45,576
556917,67,100
556917,70,240
556917,72,120
556917,78,100
556917,80,96
556917,96,40
556917,141,100
556917,151,96
556917,153,16
556917,173,96
556917,187,120
556917,232,72
556917,233,100
556917,290,120
556917,291,120
556917,301,240
556917,306,48
556917,319,192
556917,364,128
556917,369,48
556917,380,48
556917,381,48
556917,382,48
556917,403,120
556917,413,48
556917,419,240
556917,428,96
556917,483,288
556917,499,12
556917,513,96
556917,530,128
556917,533,32
556917,550,144
556917,602,72
556917,622,24
556917,644,48
556917,654,40
556917,667,96
556917,668,24
556917,682,400
556917,693,240
556917,723,24
556917,746,60
556917,783,144
556917,894,72
556917,895,144
556917,965,288
556917,996,72
556917,1027,144
556917,1042,40
556917,1044,36
556917,1047,64
556917,1097,30
556917,1105,48
556917,1106,120
556917,1107,96
556917,1108,96
556917,1110,96
556917,1135,144
556917,1142,240
556917,1220,3
556917,1223,72
556917,1251,72
556917,1253,60
556917,1297,48
556917,1302,400
556917,1338,60
556917,1386,100
556917,1417,48
556917,1454,50
556917,1474,144
556917,1808,40
556917,1816,200
556917,1836,96
556917,1846,240
556917,1853,96
556917,1885,200
556917,1941,48
556917,2026,50
556917,2115,24
556917,2121,24
556917,2161,96
556917,2295,72
556917,2440,200
556917,2548,200
556917,2568,96
556917,2717,72
556917,2736,12
556917,2836,12
556917,2881,120
556917,2882,120
556917,2910,144
556917,2911,72
556917,2913,72
556917,2921,100
556917,2922,100
556917,2924,100
556917,3002,24
556917,3033,100
556917,3035,100
556917,3049,144
556917,3055,48
556917,3056,60
556917,3057,96
556917,3058,96
556917,3059,96
556917,3061,240
556917,3067,48
556917,3070,144
556917,3081,96
556917,3086,96
556917,3097,24
556917,3098,24
556917,3150,120
556917,3156,240
556917,3157,144
556917,3158,120
556917,3166,192
556917,3167,96
556917,3168,240
556917,3171,240
556917,3172,96
556917,3173,144
556917,3174,96
556917,3175,144
556917,3176,144
556917,3178,96
556917,3179,48
556917,3220,96
556917,3221,96
556917,3230,144
556918,528,192
556919,46,-1
556920,679,-1
556920,2791,-2
556921,127,6
556921,891,12
556921,2824,12
556921,3076,12
556922,572,1
556922,673,1
556922,1333,1
556922,2394,1
556922,2732,1
556923,1385,-30
556925,902,-420
556926,1,1
556926,59,1
556926,80,2
556926,127,1
556926,129,1
556926,181,2
556926,185,1
556926,193,6
556926,252,1
556926,263,5
556926,305,1
556926,403,2
556926,408,12
556926,436,1
556926,474,1
556926,548,2
556926,571,1
556926,586,1
556926,590,1
556926,608,1
556926,663,2
556926,710,1
556926,744,1
556926,944,2
556926,956,1
556926,963,1
556926,1041,1
556926,1059,1
556926,1060,2
556926,1061,2
556926,1100,1
556926,1101,4
556926,1135,2
556926,1181,1
556926,1193,2
556926,1338,1
556926,1506,5
556926,1583,2
556926,1622,12
556926,1677,1
556926,1939,2
556926,1941,1
556926,2426,1
556926,2477,1
556926,3077,1
556926,3198,1
556926,3218,1
556927,27,24
556927,28,24
556927,71,120
556927,72,120
556927,73,120
556927,91,240
556927,92,240
556927,242,150
556927,292,120
556927,305,36
556927,306,96
556927,311,50
556927,406,72
556927,530,128
556927,597,72
556927,622,48
556927,691,96
556927,836,96
556927,896,24
556927,950,48
556927,1261,144
556927,1262,144
556927,1393,72
556927,1527,144
556927,1859,96
556927,2526,100
556927,2838,18
556928,3059,48
556928,3173,48
556928,3237,144
556928,3238,144
556929,723,1
556929,3061,24
556930,1025,-12
556931,3247,96
556935,61,10
556935,63,10
556935,71,24
556935,79,12
556935,100,12
556935,116,5
556935,128,12
556935,141,10
556935,265,10
556935,267,10
556935,290,48
556935,294,10
556935,360,10
556935,754,2
556935,764,10
556935,909,5
556935,1210,10
556935,1211,5
556935,1332,12
556935,1677,16
556935,1770,16
556935,2948,4
556935,3034,10
556935,3035,10
556937,1,32
556937,27,4
556937,28,4
556937,53,2
556937,54,2
556937,56,6
556937,84,12
556937,86,24
556937,89,4
556937,96,24
556937,127,6
556937,128,24
556937,129,12
556937,130,6
556937,132,4
556937,204,4
556937,206,4
556937,224,8
556937,263,18
556937,278,24
556937,290,24
556937,297,18
556937,415,24
556937,477,24
556937,652,6
556937,654,12
556937,777,12
556937,797,12
556937,836,12
556937,896,4
556937,958,24
556937,997,12
556937,998,12
556937,999,12
556937,1808,6
556937,1985,6
556937,2194,12
556937,2349,6
556937,2717,12
556937,2783,24
556937,3069,2
556937,3077,24
556937,3078,2
556937,3127,24
556937,3131,24
556937,3138,24
556937,3149,24
556937,3197,4
556938,1025,-1
556942,10,16
556942,33,12
556942,42,4
556942,73,24
556942,78,10
556942,113,4
556942,124,16
556942,141,10
556942,185,12
556942,186,12
556942,246,12
556942,267,10
556942,295,10
556942,300,12
556942,321,12
556942,360,10
556942,407,6
556942,417,8
556942,441,8
556942,550,12
556942,605,12
556942,609,1
556942,683,25
556942,719,48
556942,901,16
556942,966,12
556942,1042,6
556942,1046,12
556942,1083,8
556942,1111,20
556942,1158,25
556942,1225,25
556942,1302,25
556942,1338,12
556942,1804,12
556942,1976,48
556942,2792,4
556942,3070,12
556942,3106,16
556942,3157,12
556942,3183,36
556953,21,2
556953,34,6
556953,111,2
556953,213,2
556953,533,6
556953,613,3
556953,622,24
556953,667,6
556953,668,6
556953,959,2
556953,1045,4
556953,1145,6
556953,1645,3
556953,1701,2
556953,1749,2
556953,1852,2
556953,1883,6
556953,1887,6
556953,2022,6
556953,2028,2
556953,2121,6
556953,2665,6
556953,2994,24
556953,3001,24
556953,3054,12
556953,3055,8
556953,3056,8
556953,3057,24
556953,3058,24
556953,3059,24
556953,3063,2
556953,3168,4
556953,3171,4
556954,55,6
556954,149,12
556954,177,3
556954,205,8
556954,233,10
556954,242,12
556954,244,12
556954,264,2
556954,308,12
556954,636,8
556954,718,12
556954,750,12
556954,751,24
556954,800,6
556954,956,12
556954,1057,24
556954,1095,5
556954,1259,12
556954,1321,24
556954,1394,4
556954,1434,12
556954,1889,8
556954,1941,3
556954,2161,3
556954,2371,5
556954,2963,12
556954,2964,12
556954,3024,3
556954,3077,24
556954,3101,12
556954,3166,6
556956,60,100
556956,61,200
556956,297,96
556956,1042,40
556956,2415,96
556956,2923,100
556957,268,-2
556958,22,12
556958,28,4
556958,70,24
556958,173,12
556958,201,12
556958,206,4
556958,297,6
556958,637,2
556958,638,2
556958,639,2
556958,665,2
556958,1230,12
556958,1456,5
556958,1836,12
556958,1941,3
556958,2924,10
556958,3171,4
556958,3227,12
556959,2,4
556959,124,32
556959,125,12
556959,211,6
556959,296,12
556959,307,12
556959,309,12
556959,555,9
556959,723,3
556959,902,16
556959,1230,36
556959,1985,6
556959,3226,12
556960,27,4
556960,28,4
556960,29,4
556960,91,12
556960,92,12
556960,93,12
556960,141,100
556960,206,4
556960,268,18
556960,407,6
556960,533,4
556960,605,12
556960,685,25
556960,716,12
556960,836,12
556960,997,12
556960,1021,12
556960,1396,2
556960,1770,16
556960,2523,25
556960,2733,24
556960,2812,2
556960,2813,2
556960,2816,4
556960,2882,12
556960,3060,2
556961,202,288
556961,218,24
556961,793,12
556961,1881,48
556961,2873,24
556961,2874,24
556964,1,6
556964,59,6
556964,148,6
556964,164,12
556964,297,6
556964,374,12
556964,746,12
556964,1385,10
556964,1394,8
556964,1574,12
556964,2161,3
556964,2924,10
556964,3024,3
556964,3033,10
556964,3148,12
556964,3167,6
556964,3171,4
556964,3173,6
556965,33,12
556965,189,12
556965,301,60
556965,302,60
556965,437,24
556965,695,24
556966,191,-1
556966,563,-1
556966,1389,-2
556966,2972,-1
556966,3085,-2
556967,3166,24
556967,3167,24
556967,3175,24
556967,3176,24
556968,528,144
556968,529,48
556968,1872,144
556969,774,1
556969,3012,1
556970,29,4
556970,638,2
556970,639,2
556970,821,1
556970,3033,10
556970,3035,10
556970,3038,10
556970,3088,12
556970,3158,24
556970,3171,16
556970,3172,6
556971,3049,12
556971,3070,12
556972,3166,12
556972,3167,12
556972,3175,12
556972,3176,12
556977,70,24
556977,71,24
556977,291,24
556977,979,24
556998,28,12
556998,36,24
556998,330,12
556998,364,24
556998,658,12
556998,896,12
557002,29,48
557004,2221,-1
557005,39,100
557005,197,12
557005,713,6
557005,764,100
557005,895,24
557005,903,12
557005,993,12
557005,996,24
557005,1210,50
557005,1856,24
557005,2430,24
557005,2920,50
557006,67,10
557006,115,5
557006,293,10
557006,1043,6
557006,1044,6
557006,1208,20
557006,1210,20
557006,1226,20
557006,2237,6
557006,2414,100
557006,3033,10
557006,3035,20
557007,46,7
557007,67,12
557007,124,8
557007,132,6
557007,167,1
557007,171,5
557007,187,6
557007,189,6
557007,237,1
557007,248,10
557007,267,12
557007,279,6
557007,280,6
557007,286,4
557007,325,6
557007,380,6
557007,381,6
557007,384,6
557007,385,6
557007,437,4
557007,495,6
557007,500,10
557007,653,6
557007,657,4
557007,667,6
557007,680,12
557007,714,1
557007,729,6
557007,752,9
557007,767,6
557007,813,7
557007,940,4
557007,954,2
557007,978,12
557007,1040,4
557007,1063,4
557007,1070,6
557007,1071,6
557007,1083,4
557007,1208,20
557007,1210,20
557007,1249,12
557007,1254,4
557007,1281,10
557007,1318,4
557007,1326,6
557007,1353,4
557007,1399,2
557007,1473,6
557007,1512,12
557007,1828,24
557007,1973,3
557007,2350,4
557007,2382,12
557007,2665,4
557007,2922,4
557007,2924,4
557007,2961,2
557007,2965,12
557007,2971,12
557007,3024,4
557008,10,8
557008,37,5
557008,75,4
557008,201,5
557008,540,12
557008,551,12
557008,1100,2
557008,1101,2
557008,2132,4
557008,2221,1
557008,2730,24
557008,3033,5
557008,3167,6
557008,3172,2
557009,10,8
557009,127,6
557009,228,12
557009,464,20
557009,657,2
557009,903,12
557009,1001,6
557009,1002,6
557009,1065,12
557009,1066,12
557009,1142,24
557009,1201,6
557009,1251,12
557009,1275,12
557009,1318,1
557009,1321,24
557009,1467,48
557009,1686,12
557009,1701,2
557009,1750,2
557009,2044,12
557009,2212,36
557009,2213,36
557009,2277,12
557009,2414,100
557009,2486,48
557009,2515,12
557009,3068,2
557009,3162,12
557010,312,10
557010,756,2
557010,1828,24
557010,1920,2
557011,60,6
557011,61,10
557011,82,10
557011,141,10
557011,217,6
557011,218,6
557011,334,12
557011,912,16
557011,924,12
557011,1104,16
557011,1211,6
557011,1287,16
557011,1456,6
557011,1723,8
557011,3038,10
557011,3065,6
557012,79,12
557012,739,6
557012,3023,6
557013,54,6
557013,56,10
557013,82,8
557013,123,4
557013,136,6
557013,235,1
557013,533,2
557013,713,4
557013,776,9
557013,1022,2
557013,1025,6
557013,1031,4
557013,1157,2
557013,1263,8
557013,1394,4
557013,1487,6
557013,3035,8
557013,3054,2
557013,3055,2
557013,3056,1
557013,3097,6
557013,3098,6
557013,3103,6
557013,3168,8
557013,3171,8
557013,3173,8
557014,72,24
557014,237,4
557014,1216,48
557014,1478,12
557015,297,12
557015,639,6
557015,665,4
557015,1909,24
557015,3098,12
557015,3197,12
557015,3227,36
557015,3228,24
557016,21,1
557016,67,1
557016,77,2
557016,123,6
557016,169,1
557016,267,1
557016,293,2
557016,294,1
557016,295,2
557016,593,3
557016,1219,10
557016,1279,2
557016,2015,2
557016,2924,1
557016,2926,2
557016,3034,2
557016,3038,5
557016,3149,2
557016,3152,1
557016,3182,3
557016,3193,1
557016,3196,1
557016,3198,2
557016,3245,4
557017,414,48
557017,557,144
557017,2717,12
557018,1,2
557019,10,1
557019,50,1
557019,109,1
557019,159,1
557019,171,4
557019,177,1
557019,184,2
557019,220,1
557019,221,2
557019,224,2
557019,318,1
557019,331,5
557019,369,2
557019,371,1
557019,380,2
557019,381,2
557019,383,2
557019,444,1
557019,543,1
557019,545,1
557019,547,1
557019,657,1
557019,711,1
557019,740,1
557019,746,1
557019,769,1
557019,787,1
557019,937,1
557019,1072,1
557019,1073,1
557019,1116,1
557019,1156,6
557019,1373,1
557019,1543,1
557019,1630,1
557019,1660,3
557019,1860,2
557019,2241,5
557019,2249,1
557019,2334,2
557019,2413,1
557019,2485,2
557019,2487,1
557019,2575,1
557019,2798,1
557019,2921,1
557019,2922,1
557019,2957,2
557019,3075,2
557019,3085,9
557019,3097,2
557019,3098,1
557019,3177,4
557019,3231,1
557019,3240,2
557019,3245,1
557020,61,2
557020,63,10
557020,168,24
557020,224,1
557020,265,10
557020,603,4
557020,604,4
557020,653,1
557020,1226,100
557020,1263,12
557020,1836,4
557020,1857,6
557020,2790,1
557020,2925,20
557020,3182,10
557021,12,6
557021,70,24
557021,80,6
557021,141,10
557021,394,2
557021,496,24
557021,573,12
557021,683,25
557021,818,2
557021,970,8
557021,1002,6
557021,1091,10
557021,1216,12
557021,1225,25
557021,1384,10
557021,3035,10
557021,3061,6
557021,3067,2
557021,3197,4
557021,3200,8
557021,3202,8
557021,3203,8
557021,3224,8
557021,3227,24
557021,3228,12
557021,3229,12
557022,609,-2
557022,2948,-2
557023,107,6
557023,449,12
557023,481,2
557023,753,4
557023,949,6
557023,1038,4
557023,1200,6
557023,1448,4
557023,1941,9
557026,233,10
557026,281,12
557026,301,12
557026,315,36
557026,320,30
557026,374,12
557026,447,12
557026,449,12
557026,464,20
557026,499,12
557026,559,8
557026,632,24
557026,792,4
557026,1025,12
557026,1065,12
557026,1135,12
557026,1142,24
557026,1155,12
557026,1353,12
557026,1521,12
557026,1533,36
557026,1854,12
557026,1976,48
557026,2161,3
557026,2320,48
557026,2712,12
557026,3070,12
557026,3156,24
557026,3157,12
557026,3166,6
557027,22,6
557027,46,2
557027,162,2
557027,165,12
557027,203,10
557027,268,6
557027,470,10
557027,713,6
557027,735,2
557027,1077,6
557027,1333,2
557027,1915,6
557027,2303,1
557027,2875,2
557027,3168,4
557032,268,12
557032,797,12
557032,997,12
557032,999,12
557032,3234,6
557032,3237,6
557032,3238,6
557032,3240,12
557032,3241,6
557032,3242,6
557033,70,24
557033,73,24
557033,463,8
557033,609,2
557033,723,2
557033,957,2
557033,1083,8
557033,1202,4
557033,1941,6
557033,1973,2
557034,86,12
557034,533,1
557034,622,6
557034,627,6
557034,1321,24
557034,1433,36
557034,1964,6
557034,2161,3
557034,2241,24
557034,2324,24
557034,2429,48
557034,3054,4
557034,3055,4
557034,3056,2
557034,3057,12
557034,3058,12
557034,3059,12
557034,3077,24
557034,3126,24
557034,3131,24
557034,3149,12
557034,3152,12
557034,3168,4
557037,161,-1
557038,380,6
557038,381,6
557039,55,36
557039,135,1
557039,415,12
557039,466,6
557039,1076,12
557039,2051,6
557039,3234,18
557039,3237,18
557039,3238,18
557039,3239,18
557039,3240,18
557039,3242,18
557040,18,3
557040,21,2
557040,53,2
557040,55,6
557040,56,6
557040,102,3
557040,125,24
557040,128,12
557040,1488,6
557040,2161,3
557040,3166,6
557040,3168,4
557040,3173,6
557040,3200,8
557040,3202,8
557041,55,6
557041,636,8
557041,660,3
557041,2959,4
557041,3098,12
557042,2256,4
557043,2948,-1
557043,2964,-1
557047,119,-1
557047,120,-2
557054,914,-1
557054,1728,-2
557055,35,18
557055,38,12
557055,46,2
557055,67,10
557055,69,18
557055,266,10
557055,362,24
557055,1216,300
557055,1454,5
557055,3033,40
557055,3035,20
